degradation,level,id_code,raw_psnr,raw_ssim,clahe_psnr,clahe_ssim,genai_psnr,genai_ssim,cold_diff_psnr,cold_diff_ssim,swinir_gan_psnr,swinir_gan_ssim,ddpm_psnr,ddpm_ssim,ddpm_path_psnr,ddpm_path_ssim
blur,low,7455e2b5fc57,32.20573968894408,0.88545054,21.25566733247584,0.6621158,34.6371203435041,0.864752,34.61504733383149,0.8703806,31.874670127019222,0.86490947,8.704448651596504,0.02308281,33.98813793612865,0.8649633
blur,low,3de8ad4151e1,34.1431710681544,0.91220075,21.64118971957364,0.6504447,35.472418726929796,0.8764942,35.98842908830584,0.88801926,33.69953505277334,0.8868172,8.438882917366518,0.021018453,35.66353815869028,0.89261395
blur,low,63d217b059b6,32.44025404206453,0.9011536,21.928415425085767,0.7106781,35.232359446946745,0.8848105,34.644656721011316,0.8868442,32.157713473076065,0.8814332,9.152933621490773,0.025709853,34.08204177095046,0.8887808
blur,low,1d14dd912671,31.276928514555106,0.91069144,21.921731754811592,0.64211434,34.356560311209414,0.87506443,34.29424805592135,0.8944848,30.850061242885197,0.8814426,8.169340548320921,0.019547736,33.052935926739515,0.87737757
blur,low,70ed3ec68b94,30.653278448332525,0.88203096,21.303517821470038,0.6368202,33.77265402952807,0.8593758,33.49395231384501,0.86711043,30.283472189820614,0.8587167,8.791010053116935,0.02238378,32.60415753215391,0.8654644
blur,low,28f98cfe3858,31.500997698615393,0.90148807,22.06398942274472,0.6706533,35.43755750035632,0.90287703,34.59123210230346,0.9016765,31.290935927947004,0.8750348,9.241560956375753,0.026159106,33.96361763134061,0.90074825
blur,low,77e15f213b04,29.851491552126262,0.89628744,24.292296644923418,0.44962025,34.9474420232381,0.9166576,32.744885535551774,0.8994449,29.443921212310997,0.8819297,7.463879236114375,0.017159859,31.695565987168244,0.9042695
blur,low,4dd14c380696,33.152270984580845,0.9143739,21.7348660240531,0.37198338,36.32518458883102,0.90698034,35.83006837373647,0.90303445,33.01641029624952,0.899851,6.95960705775751,0.012798036,35.60448529590783,0.9206512
blur,low,58af2c054ced,30.046085336777825,0.8355298,21.054446688714815,0.56810206,32.18903991667005,0.8221782,32.56375215891293,0.8123109,29.772527992945324,0.81407136,8.372685869932347,0.02131924,31.654126543446807,0.8264168
blur,low,3ca637fddd56,36.30036650816279,0.90105724,20.442307885771477,0.53682,37.079566646381224,0.8711179,37.050585435098995,0.8652937,22.88048432264601,0.78430176,7.312838915653115,0.014332651,36.9081544143452,0.8627293
blur,low,81d79d53ed7b,34.59684880644864,0.91925997,20.34602974307952,0.787832,36.86904147227057,0.9326687,34.63536623383467,0.9084092,33.77089603190797,0.90390444,10.107831719633387,0.030056627,34.78285541396786,0.9119575
blur,low,e01b7bac822b,33.360350785987364,0.877044,19.678577976485048,0.4761229,34.25093612198593,0.8540804,34.708759892386844,0.8466728,32.886390904383674,0.84781545,7.686852191137113,0.017358527,34.04786860474327,0.8567706
blur,low,3710ff45299c,30.291309121304025,0.83602947,20.778037566109195,0.5424232,32.50277484602832,0.8270971,32.97464672292647,0.82187337,30.100760635639606,0.8130105,8.395056884544251,0.021957325,31.742428146212877,0.83063364
blur,low,ab88081e5654,35.474954886549035,0.9098384,21.14893234728426,0.3204929,36.71188815501764,0.86326677,36.732003597159185,0.8630996,31.53261625736976,0.87121296,6.707496796968199,0.011048939,36.704154887428885,0.88765985
blur,low,b665041e1633,40.936571318883715,0.96527225,21.956844533652035,0.7827113,40.8120689521118,0.95934755,38.67282933769808,0.9490633,21.824044837723584,0.8125301,7.560814677481073,0.016799117,39.06146464137245,0.9377803
blur,low,63e041a757eb,33.27178183244099,0.8747396,20.533430636177485,0.7569537,35.11465486779729,0.89934856,33.73417882113577,0.87046576,32.495811415039114,0.85063124,11.43602749401196,0.033232197,33.31194803096708,0.870918
blur,low,c9ea9d5eab65,32.40278081869401,0.88007265,21.12430535840383,0.69944906,34.97862477134937,0.8738423,34.5043961561398,0.8779003,32.014556047190354,0.85584736,9.412161604678044,0.026833499,34.20685536855161,0.884087
blur,low,c5a9ebef1517,35.38584979613612,0.88741595,19.569910263325696,0.7202947,35.792490858093586,0.8950495,34.8147857865936,0.87443614,33.67279919360541,0.85926795,9.256007141451875,0.027039563,34.88797126771201,0.878853
blur,low,3b232b394e4f,30.28185194028346,0.8001005,22.60658189398412,0.7115574,31.39859214998188,0.8124973,30.72737900258169,0.78865916,29.624227383225865,0.763645,11.195213838388971,0.03486191,29.94902445275441,0.77343625
blur,low,7c2f820a6425,32.33487257063114,0.8914895,21.59848867299958,0.69472146,35.2674308053318,0.88126045,34.49405802269557,0.8830776,32.12462394558607,0.8687876,9.133709543669196,0.025264336,34.25027614264192,0.8832713
blur,low,4a7dc013e802,43.13067826253481,0.9675792,23.268074694524262,0.8043162,41.97484526585449,0.9640091,39.9717789301735,0.9525407,41.05038662595885,0.95560503,7.323304602943399,0.014847743,38.97286092558822,0.9336559
blur,low,2cbfc6182ba2,31.231397473506313,0.8674834,21.979296362304858,0.62256044,34.35601286448125,0.8747203,33.513399553665565,0.8646243,30.87471183624484,0.83680224,9.361869608105586,0.026984194,32.99673304939104,0.86719793
blur,low,8bf2d925dc0c,30.21224745182417,0.8595562,21.457876786198305,0.6475892,33.06188461727375,0.85389763,32.87397269226326,0.84196955,30.154414355288072,0.8476421,8.98219684708626,0.025917942,32.0692316759417,0.8475585
